plantName,projectNumber,sampleID,product,milkType,size,container,dateProcessed,dateCode,dateInitial,count_DI_SPC,count_DI_CVTA,count_D7_SPC,count_D7_CVTA,count_D14_SPC,count_D14_CVTA,count_D21_SPC,count_D21_CVTA,censor_DI_SPC,censor_DI_CVTA,censor_D7_SPC,censor_D7_CVTA,censor_D14_SPC,censor_D14_CVTA,censor_D21_SPC,censor_D21_CVTA,dataValue_DI_SPC,dataValue_DI_CVTA,dataValue_D7_SPC,dataValue_D7_CVTA,dataValue_D14_SPC,dataValue_D14_CVTA,dataValue_D21_SPC,dataValue_D21_CVTA,countability_DI_SPC,countability_DI_CVTA,countability_D7_SPC,countability_D7_CVTA,countability_D14_SPC,countability_D14_CVTA,countability_D21_SPC,countability_D21_CVTA,flavorName,fatLevel,creamline,ID
Valley Farms,508,62-2,Extras,2% White,Gal,Plastic,2023-02-06,2023-02-23,2023-02-09,10 E,< 20 E,10 E,< 20 E,1600,2700,,,,<,,<,,,,,10,20,10,20,1600,2700,,,E,E,E,E,,,,,White,2%,,6882
Valley Farms,508,62-3,Extras,2% White,Qt,Plastic,2023-02-06,2023-02-23,2023-02-09,30 E,< 20 E,10 E,< 20 E,280 E,< 20 E,,,,<,,<,,<,,,30,20,10,20,280,20,,,E,E,E,E,E,E,,,White,2%,,6883
Valley Farms,508,63,Core,Skim White,½ Gal,Plastic,2023-02-06,2023-02-23,2023-02-09,20 E,< 20 E,10 E,< 20 E,80 E,< 20 E,,,,<,,<,,<,,,20,20,10,20,80,20,,,E,E,E,E,E,E,,,White,Skim,,6878
Valley Farms,508,64,Core,1% White,½ Gal,Plastic,2023-02-06,2023-02-23,2023-02-09,10 E,< 20 E,< 10 E,< 20 E,20 E,< 20 E,,,,<,<,<,,<,,,10,20,10,20,20,20,,,E,E,E,E,E,E,,,White,1%,,6879
Valley Farms,508,65,Single Serve,1% Chocolate,½ Pt,Paper,2023-02-06,2023-02-23,2023-02-09,20 E,< 20 E,120 E,40 E,53000000,54000000,,,,<,,,,,,,20,20,120,40,53000000,54000000,,,E,E,E,E,,,,,Chocolate,1%,,6881
Battenkill Valley Creamery,509,11,Core,Whole White,½ Gal,Plastic,2023-03-13,2023-03-30,2023-03-16,70 E,< 20 E,530,660,3300000,4200000,,,,<,,,,,,,70,20,530,660,3300000,4200000,,,E,E,,,,,,,White,Whole,,6913
Battenkill Valley Creamery,509,12,Core,2% White,½ Gal,Plastic,2023-03-13,2023-03-30,2023-03-16,30 E,< 20 E,< 10 E,< 20 E,7200000,> 400000 E,,,,<,<,<,,>,,,30,20,10,20,7200000,400000,,,E,E,E,E,,E,,,White,2%,,6914
Battenkill Valley Creamery,509,12-2,Extras,2% White,Qt,Glass,2023-03-13,2023-03-28,2023-03-16,50 E,< 20 E,60 E,60 E,16000000,17000000,,,,<,,,,,,,50,20,60,60,16000000,17000000,,,E,E,E,E,,,,,White,2%,,6917
Battenkill Valley Creamery,509,12-3,Single Serve,2% White,Pt,Plastic,2023-03-13,2023-04-01,2023-03-16,20 E,40 E,7500,9300,36000000,47000000,,,,,,,,,,,20,40,7500,9300,36000000,47000000,,,E,E,,,,,,,White,2%,,6918
Battenkill Valley Creamery,509,13,Core,Skim White,½ Gal,Plastic,2023-03-13,2023-03-30,2023-03-16,30 E,< 20 E,950,780,12000000,18000000,,,,<,,,,,,,30,20,950,780,12000000,18000000,,,E,E,,,,,,,White,Skim,,6915
Battenkill Valley Creamery,509,15,Single Serve,Whole Chocolate,Pt,Plastic,2023-03-13,2023-03-30,2023-03-16,110 E,< 20 E,990,1000,830000000,910000000,,,,<,,,,,,,110,20,990,1000,830000000,910000000,,,E,E,,,,,,,Chocolate,Whole,,6919
Battenkill Valley Creamery,509,15-1,Flavored,Whole Chocolate,½ Gal,Plastic,2023-03-13,2023-03-30,2023-03-16,150 E,< 20 E,860,900,620000000,53000000,,,,<,,,,,,,150,20,860,900,620000000,53000000,,,E,E,,,,,,,Chocolate,Whole,,6920
Battenkill Valley Creamery,509,16,Single Serve,Whole Latte,12 oz,Plastic,2023-03-13,2023-04-10,2023-03-16,1200,< 20 E,960,< 20 E,340000,92000,,,,<,,<,,,,,1200,20,960,20,340000,92000,,,,E,,E,,,,,Latte,Whole,,6953
Clark Farms Creamery,509,21,Core,Whole White,50 oz.,Plastic,2023-03-03,2023-03-22,2023-03-09,690,< 20 E,,,9100000,8700000,890000000,860000000,,<,,,,,,,690,20,,,9100000,8700000,890000000,860000000,,E,,,,,,,White,Whole,,6921
Clark Farms Creamery,509,21-1,Single Serve,Whole White,Pt,Plastic,2023-03-03,2023-03-22,2023-03-09,530,< 20 E,,,3300,< 20 E,16000000,< 20 E,,<,,,,<,,<,530,20,,,3300,20,16000000,20,,E,,,,E,,E,White,Whole,,6924
Clark Farms Creamery,509,23,Core,Skim White,50 oz.,Plastic,2023-03-02,2023-03-21,2023-03-09,< 10 E,< 20 E,,,970,< 20 E,2900000,< 20 E,<,<,,,,<,,<,10,20,,,970,20,2900000,20,E,E,,,,E,,E,White,Skim,,6923
Clark Farms Creamery,509,25,Single Serve,2% Chocolate,Pt,Plastic,2023-03-07,2023-03-26,2023-03-09,< 10 E,< 20 E,110 E,< 20 E,> 400000 E,< 20 E,28000000,< 20 E,<,<,,<,>,<,,<,10,20,110,20,400000,20,28000000,20,E,E,E,E,E,E,,E,Chocolate,2%,,6925
Clark Farms Creamery,509,25-1,Flavored,2% Chocolate,Qt,Plastic,2023-03-03,2023-03-22,2023-03-09,10 E,20 E,,,2900000,2600000,2200000000,2100000000,,,,,,,,,10,20,,,2900000,2600000,2200000000,2100000000,E,E,,,,,,,Chocolate,2%,,6926
Clark Farms Creamery,509,25-2,Flavored,2% Chocolate,50 oz.,Plastic,2023-03-07,2023-03-26,2023-03-09,40 E,< 20 E,1600,< 20 E,1800000,< 20 E,3900000000,< 20 E,,<,,<,,<,,<,40,20,1600,20,1800000,20,3900000000,20,E,E,,E,,E,,E,Chocolate,2%,,6927
Goodale Farms,509,31,Core,Whole White Creamline,Qt,Plastic,2023-03-14,2023-03-31,2023-03-16,70 E,< 20 E,70 E,< 20 E,490,< 20 E,,,,<,,<,,<,,,70,20,70,20,490,20,,,E,E,E,E,,E,,,White,Whole,Creamline,6928
Goodale Farms,509,31-1,Core,Whole White Creamline,Qt,Plastic,2023-03-13,2023-03-30,2023-03-16,20 E,< 20 E,20 E,< 20 E,10 E,< 20 E,,,,<,,<,,<,,,20,20,20,20,10,20,,,E,E,E,E,E,E,,,White,Whole,Creamline,6929
Goodale Farms,509,31-2,Core,Whole White Creamline,Qt,Plastic,2023-03-12,2023-03-29,2023-03-16,90 E,< 20 E,30 E,< 20 E,350 E,< 20 E,,,,<,,<,,<,,,90,20,30,20,350,20,,,E,E,E,E,E,E,,,White,Whole,Creamline,6930
Hillcrest Dairy,509,41,Core,Whole White,½ Gal,Plastic,2023-03-08,2023-03-22,2023-03-09,170 E,< 20 E,1200000,6500000,40000000,92000000,,,,<,,,,,,,170,20,1200000,6500000,40000000,92000000,,,E,E,,,,,,,White,Whole,,6931
Hillcrest Dairy,509,41-1,Extras,Whole White,½ Gal,Plastic,2023-03-08,2023-03-22,2023-03-09,380 E,< 20 E,730,< 20 E,26000,< 20 E,,,,<,,<,,<,,,380,20,730,20,26000,20,,,E,E,,E,,E,,,White,Whole,,6936
Hillcrest Dairy,509,42,Core,2% White,½ Gal,Plastic,2023-03-08,2023-03-22,2023-03-09,260 E,< 20 E,690000,380000,720000000,330000000,,,,<,,,,,,,260,20,690000,380000,720000000,330000000,,,E,E,,,,,,,White,2%,,6932
Hillcrest Dairy,509,42-1,Extras,2% White,½ Gal,Plastic,2023-03-08,2023-03-22,2023-03-09,440,20 E,14000,10000,28000000,11000000,,,,,,,,,,,440,20,14000,10000,28000000,11000000,,,,E,,,,,,,White,2%,,6937
Hillcrest Dairy,509,43,Core,Skim White,½ Gal,Plastic,2023-03-08,2023-03-22,2023-03-09,350 E,< 20 E,20000,19000,25000000,28000000,,,,<,,,,,,,350,20,20000,19000,25000000,28000000,,,E,E,,,,,,,White,Skim,,6933
Hillcrest Dairy,509,45,Flavored,Whole Chocolate,½ Gal,Plastic,2023-03-08,2023-03-22,2023-03-09,290 E,< 20 E,1300000,2100000,3000000000,1400000000,,,,<,,,,,,,290,20,1300000,2100000,3000000000,1400000000,,,E,E,,,,,,,Chocolate,Whole,,6934
Hillcrest Dairy,509,45-1,Flavored,Whole Chocolate,Pt,Plastic,2023-03-08,2023-03-22,2023-03-09,300 E,< 20 E,7300000,7700000,7100000000,3500000000,,,,<,,,,,,,300,20,7300000,7700000,7100000000,3500000000,,,E,E,,,,,,,Chocolate,Whole,,6935
HVF Bottling,509,51,Core,Whole White,½ Gal,Plastic,2023-03-07,2023-03-25,2023-03-09,110 E,< 20 E,1200,< 20 E,13000000,< 20 E,,,,<,,<,,<,,,110,20,1200,20,13000000,20,,,E,E,,E,,E,,,White,Whole,,6938
HVF Bottling,509,52,Core,2% White,½ Gal,Plastic,2023-03-07,2023-03-25,2023-03-09,40 E,< 20 E,150000,220000,520000000,530000000,,,,<,,,,,,,40,20,150000,220000,520000000,530000000,,,E,E,,,,,,,White,2%,,6939
HVF Bottling,509,52-1,Single Serve,2% White,½ Pt,Paper,2023-03-07,2023-03-21,2023-03-09,30 E,< 20 E,53000,51000,570000000,550000000,,,,<,,,,,,,30,20,53000,51000,570000000,550000000,,,E,E,,,,,,,White,2%,,6942
HVF Bottling,509,53,Core,Skim White,½ Gal,Plastic,2023-03-07,2023-03-25,2023-03-09,40 E,< 20 E,330000,220000,120000000,140000000,,,,<,,,,,,,40,20,330000,220000,120000000,140000000,,,E,E,,,,,,,White,Skim,,6940
HVF Bottling,509,54,Core,1% White,½ Gal,Plastic,2023-03-06,2023-03-24,2023-03-09,50 E,< 20 E,160 E,< 20 E,1900000,< 20 E,,,,<,,<,,<,,,50,20,160,20,1900000,20,,,E,E,E,E,,E,,,White,1%,,6941
HVF Bottling,509,55,Single Serve,Skim Chocolate,½ Pt,Paper,2023-03-07,2023-03-21,2023-03-09,70 E,< 20 E,250000,240000,3400000000,3200000000,,,,<,,,,,,,70,20,250000,240000,3400000000,3200000000,,,E,E,,,,,,,Chocolate,Skim,,6943
HVF Bottling,509,55-1,Flavored,Whole Chocolate,½ Gal,Plastic,2023-03-06,2023-03-24,2023-03-09,10 E,< 20 E,46000,56000,470000000,400000000,,,,<,,,,,,,10,20,46000,56000,470000000,400000000,,,E,E,,,,,,,Chocolate,Whole,,6944
HVF Bottling,509,55-2,Flavored,Whole Chocolate,Pt,Paper,2023-03-06,2023-03-20,2023-03-09,30 E,< 20 E,1200000,1100000,3500000000,3400000000,,,,<,,,,,,,30,20,1200000,1100000,3500000000,3400000000,,,E,E,,,,,,,Chocolate,Whole,,6945
Ronnybrook Farm Dairy,509,61,Core,Whole White,½ Gal,Plastic,2023-03-06,2023-03-22,2023-03-09,330 E,140 E,4500000,15000000,88000000,120000000,,,,,,,,,,,330,140,4500000,15000000,88000000,120000000,,,E,E,,,,,,,White,Whole,,6946
Ronnybrook Farm Dairy,509,63,Core,Skim White,½ Gal,Plastic,2023-03-06,2023-03-22,2023-03-09,530,280 E,10000,700000,16000000,4300000,,,,,,,,,,,530,280,10000,700000,16000000,4300000,,,,E,,,,,,,White,Skim,,6947
Ronnybrook Farm Dairy,509,64,Core,1% White,½ Gal,Plastic,2023-03-06,2023-03-22,2023-03-09,170 E,< 20 E,350000,340000,36000000,33000000,,,,<,,,,,,,170,20,350000,340000,36000000,33000000,,,E,E,,,,,,,White,1%,,6948
Ronnybrook Farm Dairy,509,64-1,Single Serve,1% White,12 oz,Plastic,2023-03-06,2023-03-22,2023-03-09,140 E,20 E,600000,1300000,53000000,420000000,,,,,,,,,,,140,20,600000,1300000,53000000,420000000,,,E,E,,,,,,,White,1%,,6949
Ronnybrook Farm Dairy,509,64-2,Extras,1% White,Qt,Glass,2023-03-06,2023-03-22,2023-03-09,900,780,5200000,11000000,2000000000,1100000000,,,,,,,,,,,900,780,5200000,11000000,2000000000,1100000000,,,,,,,,,,,White,1%,,6950
Ronnybrook Farm Dairy,509,65,Single Serve,Whole Chocolate Creamline,12 oz,Plastic,2023-03-06,2023-03-22,2023-03-09,20 E,< 20 E,970,< 20 E,110000000,< 20 E,,,,<,,<,,<,,,20,20,970,20,110000000,20,,,E,E,,E,,E,,,Chocolate,Whole,Creamline,6951
Ronnybrook Farm Dairy,509,65-1,Flavored,Whole Chocolate Creamline,½ Gal,Plastic,2023-03-06,2023-03-22,2023-03-09,30 E,< 20 E,1100,20 E,99000000,2100,,,,<,,,,,,,30,20,1100,20,99000000,2100,,,E,E,,E,,,,,Chocolate,Whole,Creamline,6952
Back to the Future Farm,510,11,Core,Whole White Creamline,½ Gal,Plastic,2023-04-02,2023-04-16,2023-04-06,920,1100,16000000,16000000,1200000000,1200000000,,,,,,,,,,,920,1100,16000000,16000000,1200000000,1200000000,,,,,,,,,,,White,Whole,Creamline,6963
Bethel Creamery,510,21,Core,Whole White Creamline,½ Gal,Plastic,2023-04-05,2023-04-23,2023-04-06,130 E,< 20 E,110 E,< 20 E,160 E,3500000,,,,<,,<,,,,,130,20,110,20,160,3500000,,,E,E,E,E,E,,,,White,Whole,Creamline,6965
Bethel Creamery,510,21-1,Core,Whole White Creamline,Qt,Plastic,2023-04-05,2023-04-23,2023-04-06,50 E,< 20 E,3000,2800,51000000,55000000,,,,<,,,,,,,50,20,3000,2800,51000000,55000000,,,E,E,,,,,,,White,Whole,Creamline,6966
Bethel Creamery,510,25,Flavored,Whole Chocolate Creamline,Qt,Plastic,2023-04-05,2023-04-29,2023-04-06,20 E,< 20 E,28000,33000,470000000,360000000,,,,<,,,,,,,20,20,28000,33000,470000000,360000000,,,E,E,,,,,,,Chocolate,Whole,Creamline,6968
Crystal Valley Creamery,510,31,Core,Whole White Creamline,½ Gal,Plastic,2023-04-08,2023-04-26,2023-04-13,< 10 E,< 20 E,,,210 E,< 20 E,1800000,< 20 E,<,<,,,,<,,<,10,20,,,210,20,1800000,20,E,E,,,E,E,,E,White,Whole,Creamline,6969
Crystal Valley Creamery,510,31-1,Core,Whole White Creamline,Pt,Plastic,2023-04-08,2023-04-26,2023-04-13,< 10 E,< 20 E,,,< 10 E,< 20 E,14000,< 20 E,<,<,,,<,<,,<,10,20,,,10,20,14000,20,E,E,,,E,E,,E,White,Whole,Creamline,6970
Crystal Valley Creamery,510,35,Flavored,Whole Chocolate Creamline,½ Gal,Plastic,2023-04-10,2023-04-28,2023-04-13,510,< 20 E,1200,< 20 E,6700,6900,1500000,680000,,<,,<,,,,,510,20,1200,20,6700,6900,1500000,680000,,E,,E,,,,,Chocolate,Whole,Creamline,6971
Crystal Valley Creamery,510,35-1,Single Serve,Whole Chocolate Creamline,Pt,Plastic,2023-04-10,2023-04-28,2023-04-13,560,< 20 E,1000,< 20 E,6800,< 20 E,7300000,< 20 E,,<,,<,,<,,<,560,20,1000,20,6800,20,7300000,20,,E,,E,,E,,E,Chocolate,Whole,Creamline,6972
"Hoover's Dairy, Inc.",510,41,Core,Whole White,Qt,Glass,2023-04-10,,2023-04-13,40 E,< 20 E,40 E,< 20 E,19000,< 20 E,,,,<,,<,,<,,,40,20,40,20,19000,20,,,E,E,E,E,,E,,,White,Whole,,6973
"Hoover's Dairy, Inc.",510,42,Core,2% White,Qt,Glass,2023-04-10,,2023-04-13,10 E,< 20 E,30 E,< 20 E,24000,< 20 E,,,,<,,<,,<,,,10,20,30,20,24000,20,,,E,E,E,E,,E,,,White,2%,,6974
"Hoover's Dairy, Inc.",510,43,Core,Skim White,Qt,Glass,2023-04-10,,2023-04-13,20 E,< 20 E,90 E,< 20 E,> 400000 E,< 20 E,,,,<,,<,>,<,,,20,20,90,20,400000,20,,,E,E,E,E,E,E,,,White,Skim,,6975
"Hoover's Dairy, Inc.",510,45,Flavored,Whole Chocolate,Qt,Glass,2023-04-10,,2023-04-13,30 E,< 20 E,1300,< 20 E,11000000,< 20 E,,,,<,,<,,<,,,30,20,1300,20,11000000,20,,,E,E,,E,,E,,,Chocolate,Whole,,6976
"Hoover's Dairy, Inc.",510,46,Flavored,Whole Strawberry,Qt,Glass,2023-04-10,,2023-04-13,40 E,< 20 E,11000,< 20 E,820000000,< 20 E,,,,<,,<,,<,,,40,20,11000,20,820000000,20,,,E,E,,E,,E,,,Strawberry,Whole,,6978
Myers Century Farm,510,51,Core,Whole White Creamline,½ Gal,Plastic,2023-04-01,2023-04-22,2023-04-06,< 10 E,< 20 E,,,50000,340 E,,,<,<,,,,,,,10,20,,,50000,340,,,E,E,,,,E,,,White,Whole,Creamline,6980
Myers Century Farm,510,51-1,Core,Whole White Creamline,Qt,Plastic,2023-04-01,2023-04-22,2023-04-06,190 E,500,,,12000000,28000000,,,,,,,,,,,190,500,,,12000000,28000000,,,E,,,,,,,,White,Whole,Creamline,6981
Myers Century Farm,510,51-2,Core,Whole White Creamline,Gal,Plastic,2023-04-01,2023-04-22,2023-04-06,20 E,< 20 E,,,48000,1400000,,,,<,,,,,,,20,20,,,48000,1400000,,,E,E,,,,,,,White,Whole,Creamline,6982
Myers Century Farm,510,55,Flavored,Whole Chocolate Creamline,½ Gal,Plastic,2023-04-04,2023-04-23,2023-04-06,40 E,< 20 E,2100,1700,36000000,50000000,,,,<,,,,,,,40,20,2100,1700,36000000,50000000,,,E,E,,,,,,,Chocolate,Whole,Creamline,6983
Myers Century Farm,510,55-1,Single Serve,Whole Chocolate Creamline,Pt,Plastic,2023-04-04,2023-04-23,2023-04-06,10 E,< 20 E,190 E,< 20 E,45000,< 20 E,,,,<,,<,,<,,,10,20,190,20,45000,20,,,E,E,E,E,,E,,,Chocolate,Whole,Creamline,6984
Pittsford Farms Dairy,510,61,Extras,Whole White,Pt,Plastic,2023-04-10,2023-04-26,2023-04-13,310 E,< 20 E,150 E,< 20 E,> 400000 E,> 400000 E,,,,<,,<,>,>,,,310,20,150,20,400000,400000,,,E,E,E,E,E,E,,,White,Whole,,6985
Pittsford Farms Dairy,510,61-1,Extras,Whole White Creamline,Qt,Glass,2023-04-10,2023-04-26,2023-04-13,180 E,< 20 E,310000,740000,36000000,43000000,,,,<,,,,,,,180,20,310000,740000,36000000,43000000,,,E,E,,,,,,,White,Whole,Creamline,6991
Pittsford Farms Dairy,510,62,Extras,2% White,Pt,Plastic,2023-04-10,2023-04-26,2023-04-13,420,< 20 E,310 E,< 20 E,310 E,< 20 E,,,,<,,<,,<,,,420,20,310,20,310,20,,,,E,E,E,E,E,,,White,2%,,6986
Pittsford Farms Dairy,510,63,Extras,Skim White,Pt,Plastic,2023-04-10,2023-04-26,2023-04-13,210 E,< 20 E,150 E,< 20 E,130 E,< 20 E,,,,<,,<,,<,,,210,20,150,20,130,20,,,E,E,E,E,E,E,,,White,Skim,,6987
Pittsford Farms Dairy,510,65,Extras,Whole Chocolate,Pt,Plastic,2023-04-10,2023-04-26,2023-04-13,90 E,< 20 E,33000,35000,9100000000,11000000000,,,,<,,,,,,,90,20,33000,35000,9100000000,11000000000,,,E,E,,,,,,,Chocolate,Whole,,6989
Stewart's,510,71,Core,Whole White,½ Gal,Paper,2023-04-03,2023-04-17,2023-04-06,270 E,< 20 E,270 E,< 20 E,170 E,< 20 E,800,< 20 E,,<,,<,,<,,<,270,20,270,20,170,20,800,20,E,E,E,E,E,E,,E,White,Whole,,6992
Stewart's,510,72,Core,2% White,½ Gal,Paper,2023-04-03,2023-04-17,2023-04-06,640,< 20 E,720,< 20 E,360 E,< 20 E,1200,< 20 E,,<,,<,,<,,<,640,20,720,20,360,20,1200,20,,E,,E,E,E,,E,White,2%,,6993
Stewart's,510,73,Core,Skim White,½ Gal,Paper,2023-04-03,2023-04-17,2023-04-06,510,< 20 E,640,< 20 E,380 E,< 20 E,56000,< 20 E,,<,,<,,<,,<,510,20,640,20,380,20,56000,20,,E,,E,E,E,,E,White,Skim,,6994
Stewart's,510,73-1,Extras,Skim White,Gal,Plastic,2023-04-03,2023-04-17,2023-04-06,640,< 20 E,3700,12000,33000000,63000000,10000000000,840000000,,<,,,,,,,640,20,3700,12000,33000000,63000000,10000000000,840000000,,E,,,,,,,White,Skim,,7002
Stewart's,510,73-2,Extras,Skim White,Qt,Paper,2023-04-01,2023-04-16,2023-04-06,120 E,< 20 E,,,80 E,< 20 E,20 E,< 20 E,,<,,,,<,,<,120,20,,,80,20,20,20,E,E,,,E,E,E,E,White,Skim,,7003
Stewart's,510,73-3,Single Serve,Skim White,Pt,Plastic,2023-04-03,2023-04-17,2023-04-06,580,< 20 E,380 E,< 20 E,470,< 20 E,1300,< 20 E,,<,,<,,<,,<,580,20,380,20,470,20,1300,20,,E,E,E,,E,,E,White,Skim,,6999
Stewart's,510,74,Core,1% White,½ Gal,Paper,2023-04-03,2023-04-17,2023-04-06,670,< 20 E,650,< 20 E,330 E,< 20 E,280 E,< 20 E,,<,,<,,<,,<,670,20,650,20,330,20,280,20,,E,,E,E,E,E,E,White,1%,,6995
Stewart's,510,74-1,Single Serve,1% White,½ Pt,Paper,2023-03-31,2023-04-14,2023-04-06,530,< 20 E,,,330 E,< 20 E,550,< 20 E,,<,,,,<,,<,530,20,,,330,20,550,20,,E,,,E,E,,E,White,1%,,6996
Stewart's,510,75,Single Serve,Whole Chocolate,Pt,Plastic,2023-04-01,2023-04-16,2023-04-06,440,< 20 E,,,36000,< 20 E,10000000,< 20 E,,<,,,,<,,<,440,20,,,36000,20,10000000,20,,E,,,,E,,E,Chocolate,Whole,,6997
Stewart's,510,75-1,Flavored,1% Chocolate,Qt,Paper,2023-03-31,2023-04-15,2023-04-06,90 E,< 20 E,,,13000,< 20 E,1700000000,120 E,,<,,,,<,,,90,20,,,13000,20,1700000000,120,E,E,,,,E,,E,Chocolate,1%,,6998
Stewart's,510,76,Single Serve,2% Strawberry,Pt,Plastic,2023-04-01,2023-04-16,2023-04-06,40 E,< 20 E,,,120 E,< 20 E,110000,< 20 E,,<,,,,<,,<,40,20,,,120,20,110000,20,E,E,,,E,E,,E,Strawberry,2%,,7000
Stewart's,510,76-1,Single Serve,2% Cappuccino,Pt,Plastic,2023-03-31,2023-04-14,2023-04-06,30 E,< 20 E,,,40 E,< 20 E,410,< 20 E,,<,,,,<,,<,30,20,,,40,20,410,20,E,E,,,E,E,,E,Cappuccino,2%,,7001
Stewart's,510,76-2,Single Serve,Whole Peanut Butter Chocolate,Pt,Plastic,2023-04-03,2023-04-17,2023-04-06,150 E,< 20 E,70 E,< 20 E,> 400000 E,< 20 E,880000000,< 20 E,,<,,<,>,<,,<,150,20,70,20,400000,20,880000000,20,E,E,E,E,E,E,,E,Peanut Butter Chocolate,Whole,,7010
Tonjes Farm Dairy,510,81,Core,Whole White Creamline,½ Gal,Plastic,2023-04-04,2023-04-23,2023-04-06,80 E,< 20 E,5100,14000,15000000,26000000,,,,<,,,,,,,80,20,5100,14000,15000000,26000000,,,E,E,,,,,,,White,Whole,Creamline,7004
Tonjes Farm Dairy,510,81-1,Core,Whole White Creamline,½ Gal,Plastic,2023-03-31,2023-04-21,2023-04-06,110 E,40 E,,,19000000,19000000,,,,,,,,,,,110,40,,,19000000,19000000,,,E,E,,,,,,,White,Whole,Creamline,7005
Weissmann Farms,510,91,Core,Whole White Creamline,½ Gal,Plastic,2023-04-04,2023-04-18,2023-04-06,150 E,< 20 E,120 E,< 20 E,8200,< 20 E,3400000,< 20 E,,<,,<,,<,,<,150,20,120,20,8200,20,3400000,20,E,E,E,E,,E,,E,White,Whole,Creamline,7006
Weissmann Farms,510,91-1,Core,Whole White Creamline,Gal,Plastic,2023-04-03,2023-04-17,2023-04-06,160 E,< 20 E,210 E,< 20 E,1800,< 20 E,480000,< 20 E,,<,,<,,<,,<,160,20,210,20,1800,20,480000,20,E,E,E,E,,E,,E,White,Whole,Creamline,7007
Weissmann Farms,510,95,Flavored,Whole Chocolate Creamline,Qt,Plastic,2023-03-30,2023-04-12,2023-04-06,130 E,< 20 E,,,2000000,< 20 E,1600000000,< 20 E,,<,,,,<,,<,130,20,,,2000000,20,1600000000,20,E,E,,,,E,,E,Chocolate,Whole,Creamline,7008
Weissmann Farms,510,96,Flavored,Whole Vanilla Creamline,Qt,Plastic,2023-04-04,2023-04-22,2023-04-06,80 E,< 20 E,120 E,< 20 E,2100,< 20 E,81000000,< 20 E,,<,,<,,<,,<,80,20,120,20,2100,20,81000000,20,E,E,E,E,,E,,E,Vanilla,Whole,Creamline,7009
Battenkill Valley Creamery,511,11,Core,Whole White,½ Gal,Plastic,2023-05-15,2023-06-01,2023-05-18,180 E,< 20 E,30 E,< 20 E,9600,9300,,,,<,,<,,,,,180,20,30,20,9600,9300,,,E,E,E,E,,,,,White,Whole,,7020
Battenkill Valley Creamery,511,11-1,Single Serve,Whole White,Pt,Plastic,2023-05-15,2023-06-03,2023-05-18,100 E,< 20 E,340 E,240 E,11000000,11000000,,,,<,,,,,,,100,20,340,240,11000000,11000000,,,E,E,E,E,,,,,White,Whole,,7028
Battenkill Valley Creamery,511,12,Core,2% White,½ Gal,Plastic,2023-05-15,2023-06-01,2023-05-18,10 E,< 20 E,10 E,< 20 E,320 E,420,,,,<,,<,,,,,10,20,10,20,320,420,,,E,E,E,E,E,,,,White,2%,,7021
Battenkill Valley Creamery,511,12-1,Extras,2% White,Gal,Plastic,2023-05-15,2023-06-01,2023-05-18,90 E,< 20 E,40 E,60 E,14000000,15000000,,,,<,,,,,,,90,20,40,60,14000000,15000000,,,E,E,E,E,,,,,White,2%,,7026
Battenkill Valley Creamery,511,12-2,Extras,2% White,Qt,Glass,2023-05-15,2023-05-30,2023-05-18,60 E,< 20 E,69000,64000,39000000,32000000,,,,<,,,,,,,60,20,69000,64000,39000000,32000000,,,E,E,,,,,,,White,2%,,7027
Battenkill Valley Creamery,511,13,Core,Skim White,½ Gal,Plastic,2023-05-15,2023-06-01,2023-05-18,80 E,< 20 E,10 E,< 20 E,5700000,6100000,,,,<,,<,,,,,80,20,10,20,5700000,6100000,,,E,E,E,E,,,,,White,Skim,,7022
Battenkill Valley Creamery,511,15,Flavored,Whole Chocolate,½ Gal,Plastic,2023-05-15,2023-06-01,2023-05-18,170 E,< 20 E,450,280 E,14000000,12000000,,,,<,,,,,,,170,20,450,280,14000000,12000000,,,E,E,,E,,,,,Chocolate,Whole,,7023
Battenkill Valley Creamery,511,15-1,Single Serve,Whole Chocolate,Pt,Plastic,2023-05-15,2023-06-01,2023-05-18,190 E,< 20 E,550,100 E,22000000,16000000,,,,<,,,,,,,190,20,550,100,22000000,16000000,,,E,E,,E,,,,,Chocolate,Whole,,7024
Black River Valley Natural,511,21,Core,Whole White Creamline,½ Gal,Plastic,2023-05-15,2023-06-02,2023-05-18,10 E,< 20 E,8000,9700,37000000,46000000,,,,<,,,,,,,10,20,8000,9700,37000000,46000000,,,E,E,,,,,,,White,Whole,Creamline,7029
Black River Valley Natural,511,21-1,Core,Whole White Creamline,Gal,Plastic,2023-05-15,2023-06-02,2023-05-18,20 E,< 20 E,470000,500000 E,410000000,430000000,,,,<,,,,,,,20,20,470000,500000,410000000,430000000,,,E,E,,E,,,,,White,Whole,Creamline,7030
Black River Valley Natural,511,21-2,Core,Whole White Creamline,Pt,Plastic,2023-05-15,2023-06-02,2023-05-18,30 E,40 E,890000,920000,60000000,60000000,,,,,,,,,,,30,40,890000,920000,60000000,60000000,,,E,E,,,,,,,White,Whole,Creamline,7031
Black River Valley Natural,511,25,Flavored,Whole Chocolate Creamline,½ Gal,Plastic,2023-05-16,2023-06-03,2023-05-18,< 10 E,< 20 E,620000,900000 E,49000000,36000000,,,<,<,,,,,,,10,20,620000,900000,49000000,36000000,,,E,E,,E,,,,,Chocolate,Whole,Creamline,7032
